Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Central,Asikuma-Odoben-Brakwa,Asikuma-Odoben-Brakwa District Health Directorate,District Health Directorate,Asikuma,Government,5.57791,-1.0041200000000001
Central,Asikuma-Odoben-Brakwa,Brakwa Health Centre,Health Centre,Breman Brakwa,Government,5.69912,-0.9845700000000001
Central,Asikuma-Odoben-Brakwa,Amanfopong CHPS,Clinic,Breman Amanfopong,Government,5.73664,-1.0124
Central,Asikuma-Odoben-Brakwa,Ocran Maternity Home,Maternity Home,,Government,,
Central,Asikuma-Odoben-Brakwa,Ayipey CHPS,CHPS,Ayipey,Government,,
Central,Asikuma-Odoben-Brakwa,Jamra CHPS,CHPS,Jamra,Government,,
Central,Asikuma-Odoben-Brakwa,Nankese CHPS,CHPS,Nankese,Government,,
Central,Asikuma-Odoben-Brakwa,Sowotuom CHPS,CHPS,Sowotuom,Government,,
Central,Assin North Municipal,Bereku Health Centre,Health Centre,Assin Bereku,Government,5.86629,-1.33988
Central,Assin North Municipal,Kushea Health Centre,Health Centre,Kushea,Government,5.874680000000001,-1.4485700000000001
Central,Assin North Municipal,Rex Maternity Home,Maternity Home,Praso,Private,5.9269300000000005,-1.35901
Central,Assin North Municipal,Ebenezer Clinic & Matenity Home .,Maternity Home,Foso Station,CHAG,5.69698,-1.2770299999999999
Central,Assin North Municipal,St. Francis Xavier Hospital,District Hospital,Foso,CHAG,5.6996,-1.28136
Central,Assin North Municipal,Bediadua Health Centre,Health Centre,Bediadua,Government,5.77557,-1.49475
Central,Assin North Municipal,Assin North District Health Directorate,District Health Directorate,Assin Praso,Government,5.69988,-1.27863
Central,Assin North Municipal,Assin Praso Health Centre,Health Centre,Assin Praso,CHAG,5.92382,-1.35979
Central,Assin North Municipal,Akropong Odumase CHPS,CHPS,Akropong Odumasi,Government,,
Central,Assin North Municipal,Awisem CHPS,CHPS,Awisem,Government,,
Central,Assin North Municipal,Endwa CHPS,CHPS,Endwa,Government,,
Central,Assin South,Assin Manso Health Centre,Health Centre,Manso,Government,5.52409,-1.1676600000000001
Central,Assin South,Ongwa Health Centre,Health Centre,Assin Ongwa,Government,5.68002,-1.39811
Central,Assin South,Assin South District Health Directorate,District Health Directorate,Kyekyewere,Government,5.46162,-1.2353100000000001
Central,Assin South,Nyankumasi Ahenkro Health Centre,Maternity Home,Nyaokumasi Ahenkro,Government,5.3833400000000005,-1.1493200000000001
Central,Assin South,Nsuta Presby Clinic,Clinic,Nsuta,CHAG,5.628019999999999,-1.23251
Central,Assin South,Anyinabrim Health Centre,Health Centre,Anyinabrim,Private,5.60888,-1.2353100000000001
Central,Assin South,Aboabo CHPS,CHPS,Aboabo,Government,,
Central,Assin South,Amoabeng CHPS,CHPS,Amoabeng,Government,,
Central,Assin South,Ochiso CHPS,CHPS,Ochiso,Government,,
Central,Awutu Senya,Fausty's Maternity Home,Maternity Home,Bawjiase,Private,5.67413,-0.55933
Central,Awutu Senya,Bontrase Health Centre,Health Centre, Bontrase,Government,5.608140000000001,-0.55929
Central,Awutu Senya,Awutu Health Centre,Health Centre,Awutu Bereku,Government,5.51293,-0.51456
Central,Awutu Senya,Humble Home Clinic,Clinic,Awutu-Bereku,Private,5.51331,-0.5118
Central,Awutu Senya,Bawjiase Health Centre,Health Centre,Bawjiase,Government,5.68429,-0.55172
Central,Awutu Senya,Kasoa Health Centre,Health Centre,Kasoa,Government,5.5338199999999995,-0.42641
Central,Awutu Senya,Central Kasoa Clinic,Clinic,Kasoa,Private,5.54114,-0.42817
Central,Awutu Senya,Senya Bereku Health Centre,Health Centre,Senya Bereku,Government,5.39045,-0.49727
Central,Awutu Senya,Chirsty's Maternity Home,Maternity Home,Senya Bereku,Private,5.30355,-0.31051
Central,Awutu Senya,Marfred Maternity Home,Maternity Home,,Government,,
Central,Awutu Senya,Mighty Crag Marternity Home,Maternity Home,,Government,,
Central,Awutu Senya,Wesely Maternity Home,Maternity Home,Kasoa,Government,5.32045,-0.2626
Central,Awutu Senya,Thinking Clinic,Clinic,Senya Bereku,Government,5.30437,-0.30544
Central,Awutu Senya,Adawukwa CHPS,CHPS,Adawukwa,Government,,
Central,Awutu Senya,Ahentia CHPS,CHPS,Ahentia,Government,5.33206,-0.31456999999999996
Central, Awutu Senya , Akrabon CHPS , CHPS , Akrabon , Government ,5.61691,-0.56952
Central,Awutu Senya,Mayenda CHPS,CHPS,Mayenda,Government,,
Central,Awutu Senya,Ofaakor CHPS,CHPS,Ofaakor,Government,,
Central,Awutu Senya,Ofadaa CHPS,CHPS,Ofadaa,Government,,
Central,Awutu Senya,Okwampa CHPS,CHPS,Okwampa,Government,,
Central,Awutu Senya,Opeikuma CHPS,CHPS,Opeikuma,Government,,
Central,Awutu Senya,Papaase CHPS,CHPS,Papaase,Government,,
Central,Awutu Senya,Tawiakwa CHPS,CHPS,Tawiakwa ,Government,,
Central,Cape Coast Metropolitan,PPAG Youth Friendly,Clinic,Adiebikrom-Abura,Private,5.13586,-1.27695
Central,Cape Coast Metropolitan,Police Clinic,Clinic,Pedu Junction,Quasi-Government,5.12181,-1.27063
Central,Cape Coast Metropolitan,Central Regional Hospital,Regional Hospital,Abura,Government,5.1332,-1.26603
Central,Cape Coast Metropolitan,Baiden Ghartey Memorial Hospital,Hospital,Pedu,Private,5.12535,-1.27525
Central,Cape Coast Metropolitan,St. John's Clinic/Maternity Home,Clinic,Abura,Private,5.18089,-1.28102
Central,Cape Coast Metropolitan,Anaisiwa Memorial Clinic,Clinic,Aboom,CHAG,5.11036,-1.25054
Central,Cape Coast Metropolitan,Bishop Ackon Memorial Christian Eye Centre,Clinic,Adisadel,CHAG,5.1165,-1.27067
Central,Cape Coast Metropolitan,Abura Clinic,Clinic,Abura,Private,5.13131,-1.3352899999999999
Central,Cape Coast Metropolitan,Adisadel Urban Health Centre,Health Centre,Adisadel,Government,5.1193599999999995,-1.2678399999999999
Central,Cape Coast Metropolitan,U.C.C Hospital,Hospital,Cape Coast,Government,5.10537,-1.28298
Central,Cape Coast Metropolitan,Regional Health Directorate,Regional Health Directorate,Cape Coast,Government,5.10162,-1.2709
Central,Cape Coast Metropolitan,Cape Coast Metropolitan Hospital,Metropolitan Hospital,Bakano,Government,5.102469999999999,-1.25902
Central,Cape Coast Metropolitan,Cape Coast Nurses & Midwife Training School,Training Institution,Ola,Government,5.10248,-1.25688
Central,Cape Coast Metropolitan,Efutu Rural Clinic,Clinic,Efutu,Government,5.21052,-1.32217
Central,Cape Coast Metropolitan,Ekon CHPS,CHPS,Ekon,Government,5.121169999999999,-1.2709
Central,Cape Coast Metropolitan,Tantri Clinic,Clinic,Tantri,Private,5.1128,-1.24091
Central,Cape Coast Metropolitan,The Saint Maternity Home,Maternity Home,Borofoyedur,Private,5.11088,-1.23425
Central,Cape Coast Metropolitan,Ewim Urban Health Centre,Health Centre,Ewim,Government,5.11533,-1.2448700000000001
Central,Cape Coast Metropolitan,Cape Coast RCH,RCH,Aboom,Government,5.1083300000000005,-1.2471700000000001
Central,Cape Coast Metropolitan,Cape Coast Metropolitan Health Directorate,Metropolitan Health Directorate,Cape Coast,Government,5.1083300000000005,-1.24714
Central,Cape Coast Metropolitan,Aged Clinic,Clinic,Cape Coast,Government,5.0633,-1.15526
Central,Cape Coast Metropolitan,Micro Clinic,Clinic,Cape Coast,Government,5.06807,-1.14468
Central,Cape Coast Metropolitan,Brimsu CHPS,CHPS,Brimsu,Government,5.11075,-1.18226
Central,Cape Coast Metropolitan,Brofoyedu CHPS,CHPS,Brofoyedu,Government,5.06669,-1.14021
Central,Cape Coast Metropolitan,Nkanfoa CHPS,CHPS,Nkanfoa,Government,5.08409,-1.14648
Central,Efutu Municipal,Winneba RCH,RCH,Winneba,Government,5.33849,-0.62412
Central,Efutu Municipal,Otoo Memorial Hospital,Clinic,Winneba,Private,5.35441,-0.62205
Central,Efutu Municipal,Baptist Hospital,Hospital,Winneba,CHAG,,
Central,Efutu Municipal,Klimovic Memorial Hospital,Hospital,Winneba,Private,5.36621,-0.6371899999999999
Central,Efutu Municipal,Winneba Government Hospital,District Hospital,Winneba,Government,5.34374,-0.6229
Central,Efutu Municipal,Bethel Maternity Home,Maternity Home,Winneba,Private,5.34224,-0.62985
Central,Efutu Municipal,Efutu District Health Directorate,District Health Directorate,Winneba,Government,5.33815,-0.62484
Central,Efutu Municipal,Winneba Community Health Nurses Training School,Training Institution,Winneba,Government,5.371090000000001,-0.64254
Central,Efutu Municipal,Ansaful Health Centre,Health Centre,Ansaful,Government,,
Central,Efutu Municipal,Winniba Health Centre,Health Centre,Winneba,Government,5.201890000000001,-0.3727
Central,Efutu Municipal,Winniba Municipal Health Directorate,DHD,Winneba,Government,5.20174,-0.37295
Central,Efutu Municipal,University Clinic,Clinic,Winneba,Quasi-Government,5.22095,-0.37478
Central,Efutu Municipal,Gyangyanadze CHPS,CHPS,Gyangyanadze,Government,5.23474,-0.34360999999999997
Central,Gomoa East,Buduatta Health Centre,Health Centre,Buduatta,Government,5.496980000000001,-0.57723
Central,Gomoa East,Nadom Maternity Home,Maternity Home,Nyanyano,Private,5.46673,-0.41123000000000004
Central,Gomoa East,Nyanyano Clinic,Clinic,Nyanyano,Government,5.4703599999999994,-0.41798
Central,Gomoa East,Obuasi Clinic,Clinic,Obuasi,Government,5.50399,-0.7547
Central,Gomoa East,Buduburam Clinic,Clinic,Buduburam Camp,CHAG,5.523917,-0.475167
Central,Gomoa East,Ojobi Community Clinic,Clinic,Ojobi,Government,5.48019,-0.53142
Central,Gomoa East,Andrew Browning Clinic,Clinic,Fetteh,CHAG,5.43145,-0.47701000000000005
Central,Gomoa East,Fetteh CHPS,CHPS,Fetteh,Government,5.421469999999999,-0.46725
Central,Gomoa East,Okyerko Clinic,Clinic,Okyerko,Government,5.417680000000001,-0.6032
Central,Gomoa East,Wansima Memorial CHPS,CHPS,Mankoadze,Government,5.31811,-0.68595
Central,Gomoa East,Potsin Clinic,Clinic,Potsin,Government,5.45544,-0.59253
Central,Gomoa East,St. Gregory Catholic Clinic,Clinic,Budumburam Camp,Private,5.52401,-0.47508
Central,Gomoa East,Margo Maternity Home,Maternity Home,,Private,,
Central,Gomoa East,Abasa CHPS,CHPS,Abasa,Government,,
Central,Gomoa East,Dasum CHPS,CHPS,Dasum,Government,,
Central,Gomoa East,Ekwemkrom CHPS,CHPS,Ekwemkrom,Government,,
Central,Gomoa West,Godfry Memorial Clinic,Maternity Home,Ankamu,Private,5.33737,-0.76385
Central,Gomoa West,Apam RCH,RCH,Apam,Government,5.28368,-0.73665
Central,Gomoa West,Apam District Health Directorate ,District Health Directorate,Apam,Government,5.31479,-0.74645
Central,Gomoa West,Ngyiresi CHPS,CHPS,Ngyiresi,Government,5.35125,-0.8436799999999999
Central,Gomoa West,Oguaa Health Centre,Health Centre,Ogua,Government,5.4200099999999996,-0.81471
Central,Gomoa West,Noguchi Clinic,Clinic,Noguchi,Government,5.35998,-0.70778
Central,Gomoa West,Apam Catholic Hospital,Hospital,Apam,CHAG,5.28142,-0.7390899999999999
Central,Gomoa West,Mankoadze Clinic,Clinic,Mankoadze,Government,5.31811,-0.68595
Central,Gomoa West,Dago Health Centre,Health Centre,Dago,Government,,
Central,Gomoa West,Osedze Health Centre,Health Centre,Osedze,Government,,
Central,Gomoa West,Assin CPHS ,CHPS,Assin,Government,,
Central,Gomoa West,Brofo CHPS,CHPS,Brofo,Government,,
Central,Gomoa West,Eshiem CHPS,CHPS,Eshiem,Government,,
Central,Gomoa West,Fomena CHPS,CHPS,Fomena,Government,,
Central,Gomoa West,Sampa CHPS,CHPS,Sampa,Government,,
Central,Gomoa West,Tarkwa CHPS,CHPS,Tarkwa,Government,,
Central,Komenda-Edina-Eguafo-Abirem Municipal,Abrem Agona Health Centre,Health Centre,Abrem Agona,Government,5.18951,-1.4301700000000002
Central,Komenda-Edina-Eguafo-Abirem Municipal,Atonkwa CHPS,CHPS,Atonkwa,Government,5.11335,-1.3250899999999999
Central,Komenda-Edina-Eguafo-Abirem Municipal,Ankaful Psychiatric Hospital,Psychiatric Hospital,Ankaful,Government,5.15531,-1.32331
Central,Komenda-Edina-Eguafo-Abirem Municipal,Ankaful Leprosy/General Hospital,Hospital,Ankaful,Government,5.1506,-1.31776
Central,Komenda-Edina-Eguafo-Abirem Municipal,Paa Wartemberg Memorial Maternity Home,Maternity Home,Chaple Square,Private,5.08477,-1.34962
Central,Komenda-Edina-Eguafo-Abirem Municipal,Komenda-Edina-Eguafo-Abirem District Health Directorate,District Health Directorate,Elmina,Government,5.09981,-1.3419299999999998
Central,Komenda-Edina-Eguafo-Abirem Municipal,Ankaful Nurses Training College,Training Institution,Ankaful,Government,5.10162,-1.2709
Central,Komenda-Edina-Eguafo-Abirem Municipal,Nyame Te Ase Maternity Home,Maternity Home,Low Cost,Private,5.05144,-1.49758
Central,Komenda-Edina-Eguafo-Abirem Municipal,Aburansa CHPS,CHPS,Aburansa,Government,5.0785,-1.54259
Central,Komenda-Edina-Eguafo-Abirem Municipal,Elmina Urban Health Centre,Health Centre,Elmina,Government,5.098730000000001,-1.3483
Central,Komenda-Edina-Eguafo-Abirem Municipal,Kissi Health Centre,Health Centre,Kissi,Government,5.08749,-1.5059200000000001
Central,Komenda-Edina-Eguafo-Abirem Municipal,Ankaful RCH,RCH,Ankaful,Government,5.15115,-1.3184200000000001
Central,Komenda-Edina-Eguafo-Abirem Municipal,Benyadze CHPS,CHPS,Benyadze,Government,5.1171,-1.4457200000000001
Central,Komenda-Edina-Eguafo-Abirem Municipal,Antseamboa CHPS,CHPS,Antseamboa,Government,5.15486,-1.5794700000000002
Central,Komenda-Edina-Eguafo-Abirem Municipal,Komenda Health Centre,Health Centre,Komenda,Government,5.05282,-1.4931299999999998
Central,Komenda-Edina-Eguafo-Abirem Municipal,Good Sheperd Maternity Home,Maternity Home,,Private,,
Central,Komenda-Edina-Eguafo-Abirem Municipal,Bando Han-Medical Centre,Clinic,,Private,,
Central,Komenda-Edina-Eguafo-Abirem Municipal,Abeyee CHPS,CHPS,Abeyee,Government,,
Central,Komenda-Edina-Eguafo-Abirem Municipal,Berase CHPS,CHPS,Berase,Government,,
Central,Komenda-Edina-Eguafo-Abirem Municipal,S.A.P CHPS,CHPS,,Government,,
Eastern,Kwahu North,Amankwah RCH,RCH,Amankwah,Government,7.05265,-0.08252000000000001
Eastern,Kwahu North,Samanhyia CHPS,CHPS,Samanhyia,Government,6.99057,-0.16727999999999998
Eastern,Kwahu North,Memchemfre CHPS,CHPS,Donkorkrom,Government,6.933,-0.02507
Eastern,Kwahu North,Donkorkrom Presby Hospital,District Hospital,Donkorkrom,CHAG,7.0488800000000005,-0.07725
Eastern,Kwahu North,Ekye Health Centre,Health Centre,Ekye Amanfram,Government,6.7560199999999995,-0.50408
Eastern,Kwahu North,Kwasi Fante Health Centre,Health Centre,Kwasi Fante,CHAG,7.030880000000001,-0.48918999999999996
Eastern,Kwahu North,Maame Krobo CHPS,CHPS,Maame Krobo,Government,6.95264,-0.43709
Eastern,Kwahu North,Tease Health Centre,Health Centre,Tease,CHAG,6.935860000000001,-0.25254
Eastern,Kwahu North,Fofori Community Clinic,Clinic,Forifori,Government,6.83016,-0.15398
Eastern,Akwapim North,Abiriw Clinic,Clinic,Abiriw,Government,5.979867,-0.089267
Eastern,Akwapim North,Kwamoso RCH,RCH,Kwamoso,Government,5.96086,-0.14825
Eastern,Akwapim North,The Voice Maternity Clinic,Clinic,Konko,Private,6.026680000000001,-0.19738
Eastern,Akwapim North,Adawso Health Centre,Health Centre,Adawso,Government,5.94825,-0.21066999999999997
Eastern,Akwapim North,Nyarkoa Memorial Maternity Home,Maternity Home,Okorase,Private,6.0887,-0.26166
Eastern,Akwapim North,Semehyia Maternity Home,Maternity Home,Adwaso,Private,5.9492,-0.21216999999999997
Eastern,Akwapim North,Tadankro CHPS,CHPS,Tadankro,Government,5.91265,-0.19193
Eastern,Akwapim North,Adukrom Health Centre,Health Centre,Adukrom,Government,6.00807,-0.08046
Eastern,Akwapim North,Akropong Health Centre,Health Centre,Akropong,Government,5.98148,-0.0779
Eastern,Akwapim North,Aseseso RCH,RCH,Aseseso,Government,6.01045,-0.05167000000000001
Eastern,Akwapim North,Obosomase RCH,RCH,Obosonmase,Government,5.87404,-0.15763
Eastern,Akwapim North,Larteh Health Centre,Health Centre,Larteh,Government,5.93509,-0.07314
Eastern,Akwapim North,Private Maternity Home,Maternity Home,Mampong,Private,5.90735,-0.14371
Eastern,Akwapim North,School Of Death Mampong,Clinic,Mampong,Quasi-Government,5.90144,-0.14481
Eastern,Akwapim North,Reprocare RCH,RCH,Mampong,Government,5.91915,-0.13412000000000002
Eastern,Akwapim North,Tetteh Quarshie Memorial Hospital,District Hospital,Mampong,Government,5.92163,-0.13319
Eastern,Akwapim North,Plant Medicine (CSRPM),Research Institution,Mampong,Government,5.91795,-0.1343
Eastern,Akwapim North,Mangoase RCH,RCH,Mangoase,Government,5.95274,-0.2851
Eastern,Akwapim North,Mangoase Health Centre,Health Centre,Mangoase,Government,5.9524,-0.28489000000000003
Eastern,Akwapim North,Twum Guaso CHPS ,CHPS,Twum Guaso,Government,6.0442599999999995,-0.16591
Eastern,Akwapim North,Amanfro RCH,RCH,Amanfro,Government,6.1086800000000006,-0.10677
Eastern,Akwapim North,Nanabanyin CHPS,CHPS,Nanabanyin,Government,6.06602,-0.19906
Eastern,Akwapim North,Okrakwadwo Health Centre,Health Centre,Okrakwadwo,Government,6.1086599999999995,-0.10572999999999999
Eastern,Akwapim South,Kitase RCH,RCH,Kitase,Government,5.81401,-0.18636
Eastern,Akwapim South,Brekuso RCH,RCH,Brekuso,Government,5.78214,-0.2253
Eastern,Akwapim South,Kom Clinic,Clinic,Aburi,CHAG,5.88058,-0.17076
Eastern,Akwapim South,Adoagire Hospital,Hospital,Adoagire,CHAG,5.82287,-0.36002
Eastern,Akwapim South,Newlife Hospital,Hospital,Adoagire,Private,5.81964,-0.35514
Eastern,Akwapim South,Adoagire Zongo RCH,RCH,Adoagire Zongo,Government,5.81797,-0.2557
Eastern,Akwapim South,Obothebire CHPS,CHPS,Obothebire,Government,5.85856,-0.2819
Eastern,Akwapim South,Djankrom RCH,RCH,Djankrom,Government,5.8179300000000005,-0.3474
Eastern,Akwapim South,Emelia Maternity Home,Maternity Home,Ahodjo Ketewa,Private,5.809740000000001,-0.34121
Eastern,Akwapim South,Complex Hospital,Hospital,Nsawam,Private,5.80684,-0.34604
Eastern,Akwapim South,Nsawam Hospital,District Hospital,Nsawam,Government,5.81045,-0.33749
Eastern,Akwapim South,Nsawam RCH,RCH,Nsawam,Government,5.80655,-0.352
Eastern,Akwapim South,Nsawam Dobre Blue Sky Clinic,Clinic,Nsawam,Private,5.7851,-0.33708299999999997
Eastern,Akwapim South,Banner Hill Clinic,Clinic,Nsawam,Private,5.80195,-0.34631999999999996
Eastern,Akwapim South,Pakro Health Centre,Health Centre,Pakro,Government,5.905683,-0.319083
Eastern,Akwapim South,Notre Dame Clinic,Clinic,Adoagire,CHAG,5.818083000000001,-0.359267
Eastern,Akwapim South,Pokrom RCH,RCH,Pokrom,Government,5.82584,-0.22662
Eastern,Asuogyamang,Kodikofe CHPS,CHPS,Kodikofe,Government,6.471933,0.07365
Eastern,Asuogyamang,Adjena Health Centre,Health Centre,Adjena,Government,6.278274,0.07236000000000001
Eastern,Asuogyamang,Gyakiti RCH,RCH,Gyakiti,Government,6.278274,0.07236000000000001
Eastern,Asuogyamang,Naabs Memorial Clinic,Clinic,Akosombo,Private,6.336983,0.16958299999999998
Eastern,Asuogyamang,VRA Hospital,Hospital,Akosombo,Quasi-Government,6.2561800000000005,0.07077
Eastern,Asuogyamang,Akwamufie Health Centre,Health Centre,Akwamufie,Government,6.278133,0.08095
Eastern,Asuogyamang,Frankadua RCH,RCH,Frankadua,Government,6.339817,0.172583
Eastern,Asuogyamang,Apeguso RCH,RCH,Apeguso,Government,6.278267,0.08065
Eastern,Asuogyamang,Asikuma Midwife Clinic,Clinic,Asikuma,Private,6.490983,0.1569
Eastern,Asuogyamang,Atimpoku RCH,RCH,Atimpoku,Government,6.23565,0.09146699999999999
Eastern,Asuogyamang,Senchi Fery RCH,RCH,Senchi Fery,Government,6.210017,0.082183
Eastern,Asuogyamang,New Senchi RCH,RCH,New Senchi,Government,6.2098,0.084483
Eastern,Asuogyamang,South Senchi RCH,RCH,South Senchi,Government,6.19835,0.08407
Eastern,Asuogyamang,Hedwigs Maternity Home,Maternity Home,Apaaso New Senchi,Private,6.210116999999999,0.081583
Eastern,Asuogyamang,Boso Health Centre,Health Centre,Boso,Government,6.500769999999999,0.13783
Eastern,Asuogyamang,Salvation Army Clinic,Clinic,Anum,CHAG,6.4913,0.156833
Eastern,Atiwa,Abomosu Health Centre,Health Centre,Abomosu,Government,6.30049,-0.73393
Eastern,Atiwa,Asunafo Adom Wo Wim Clinic,Clinic,Asunafo,Private ,6.33553,-0.70416
Eastern,Atiwa,Anyinam Health Centre,Health Centre,Anyinam,Government,6.27449,-0.54686
Eastern,Atiwa,Aggies Maternity Home,Maternity Home,Anyinam,Private,6.38227,-0.5504899999999999
Eastern,Atiwa,St. Thomas Clinic,Clinic,Anyinam,Private,6.38339,-0.55073
Eastern,Atiwa,Enyiresi Hospital,District Hospital,Enyiresi,Government,6.43727,-0.5867600000000001
Eastern,Atiwa,Sekyere St. Monica Clinic,Clinic,Sekyere,Government,6.44415,-0.61629
Eastern,Atiwa,Kadewaso RCH,RCH,Kadewaso,Government,6.43351,-0.8259799999999999
Eastern,Atiwa,Akrofufu RCH,RCH,Akrofufu,Government,6.3516,-0.62017
Eastern,Atiwa,Awenare RCH,RCH,Awenare,Government,6.27186,-0.62153
Eastern,Atiwa,Kwabeng RCH,RCH,Kwabeng/Akropong,Government,6.32167,-0.59297
Eastern,Atiwa,New Jejeti RCH,RCH,New Jejeti,Government,6.47383,-0.65136
Eastern,Birim North,Obiri Yeboah Memorial Clinic,Clinic,Akoase,Private,6.468780000000001,-0.89202
Eastern,Birim North,Pankese CHPS,CHPS,Pankese,Government,6.50822,-0.84364
Eastern,Birim North,Tweapeasi RCH,RCH,Tweapeasi,Government,6.3800099999999995,-0.91235
Eastern,Birim North,Akoasi RCH,RCH,Akoasi,Government,6.46572,-0.89217
Eastern,Birim North,Dr. Yeboah Clinic,Clinic,Akoasi,Private,6.52032,-0.94599
Eastern,Birim North,Nyafoman RCH,RCH,Nyafoman,Government,6.5434,-0.776
Eastern,Birim North,Amoana Paroso Community Clinic,Clinic,Amoana Paroso,Government,6.51096,-0.9788
Eastern,Birim North,Mukyia CHPS,CHPS,Mukyia,Government,6.06813,-1.05244
Eastern,Birim North,Adwafo CHPS,CHPS,Adwafo,Government,6.190169999999999,-1.05225
Eastern,Birim North,Otwereso RCH,RCH,Otwereso,Government,6.0154,-1.14785
Eastern,Birim North,Gyaha Community Clinic,Clinic,Gyaha,Government,6.058217,-0.973683
