Store Number,Store Name,Address,City,Longitude,Latitude
14179-250715,Campo Road & Avocado Blvd.,3777 Avocado Blvd La Mesa CA,La Mesa,-116.96,32.75
5222-417,Grossmont Center (B&N),5500 Grossmont Center Drive La Mesa CA,La Mesa,-117.01,32.78
74502-27670,Vons-La Mesa #2093,8011 University Ave. La Mesa CA,La Mesa,-117.02,32.77
6876-86049,"Lake Murray & Kiowa, La Mesa",5416 Lake Murray Blvd. La Mesa CA,La Mesa,-117.04,32.78
8905-94942,"Baltimore & El Cajon, La Mesa","5020 Baltimore Drive, #D La Mesa CA",La Mesa,-117.03,32.77
29556-99384,Target Grossmont T-997,"5500 Grossmont Center Dr, Grossmont Trolley Center La Mesa CA",La Mesa,-117.01,32.78
5953-44200,"Fletcher & Trolley, La Mesa",8497 Fletcher Parkway La Mesa CA,La Mesa,-117.02,32.78
73570-79972,Albertsons-La Mirada #6148,15200 E Rosecrans Blvd La Mirada CA,La Mirada,-118.01,33.9
5716-220264,Imperial & La Mirada,15010 Imperial Hwy La Mirada CA,La Mirada,-118.01,33.92
10342-97367,"Rosecrans & La Mirada, La Mirada","15220 Rosecrans Avenue, 120 La Mirada CA",La Mirada,-118.01,33.9
23260-228804,Hacienda and Fairgrove,"1283 North Hacienda Blvd., Suite A, La Quinta Village La Puente CA",La Puente,-117.95,34.04
2988-93240,Washington & Calle Tampico,"50-921 Washington Street, #A La Quinta CA",La Quinta,-116.3,33.68
14277-109964,"Hwy 111 & Jefferson, La Quinta","79845 Highway 111, 104 La Quinta CA",La Quinta,-116.27,33.71
76194-88908,Target La Quinta T-1867,78935 US Hwy 111 La Quinta CA,La Quinta,-116.29,33.71
74614-90541,Vons-La Quinta #2175,78-271 Highway 111 La Quinta CA,La Quinta,-116.3,33.72
79737-104055,Vons - La Verne #2832,"1500 FOOTHILL BL., Gateway Pointe LA VERNE CA",LA VERNE,-117.77,34.12
5779-16456,Foothill & Wheeler- La Verne,1181 Foothill Boulevard La Verne CA,La Verne,-117.78,34.12
76577-99296,Target La Verne T-226,2462 Foothill Blvd La Verne CA,La Verne,-117.76,34.11
7972-95559,"Foothill & D Street, La Verne","2145 Foothill Blvd., #C La Verne CA",La Verne,-117.76,34.11
26189-243835,Antonio & Crown Valley,27622 Antonio Pkwy Ladera Ranch CA,Ladera Ranch,-117.63,33.56
6603-65000,Crown Valley & Cecil Pasture,"27702 Crown Valley Pkwy, Suite E-3 Ladera Ranch CA",Ladera Ranch,-117.65,33.56
74208-24447,Safeway-Lafayette #783,3540 Mt. Diablo Blvd. Lafayette CA,Lafayette,-122.12,37.89
560-502,Mt Diablo & Oak Hill Rd,3547 A Mt Diablo Blvd Lafayette CA,Lafayette,-122.12,37.89
9453-96589,Mt. Diablo & Hampton,3343 Mt. Diablo Blvd Lafayette CA,Lafayette,-122.1,37.9
79626-102648,Vons - Laguna Beach #2089,600 N Pacific Coast Laguna Beach CA,Laguna Beach,-117.79,33.55
512-455,Coast Hwy & Ocean,184 S Coast Hwy Laguna Beach CA,Laguna Beach,-117.78,33.54
14011-108036,North Coast Hwy & Broadway Pl.,180 N. Coast Hwy Laguna Beach CA,Laguna Beach,-117.79,33.54
5389-1169,El Toro Rd. & Calle Sonora,"24338 El Toro Road, Suite A, La Paz Retail Center Laguna Hills CA",Laguna Hills,-117.73,33.61
6763-40122,La Paz & Cabot,"25912 La Paz Road, Suite A Laguna Hills CA",Laguna Hills,-117.68,33.6
5749-8668,Alicia Pkwy & Paseo De Valencia,25630 Alicia Parkway Laguna Hills CA,Laguna Hills,-117.7,33.59
14012-108037,Alicia Pkwy & Niguel,30065 Alicia Pkwy Laguna Niguel CA,Laguna Niguel,-117.72,33.53
5589-1670,La Paz & Aliso Creek,"27931 La Paz Road, Ste. E, The Market Place at Laguna Niguel Laguna Niguel CA",Laguna Niguel,-117.71,33.56
6987-91002,Alicia & Pacific Park,"27020 Alicia Parkway, #F Laguna Niguel CA",Laguna Niguel,-117.71,33.57
74308-79062,Safeway-Laguna Niguel #2508,27320 Alicia Pkwy Laguna Niguel CA,Laguna Niguel,-117.72,33.55
22483-160385,Greenfield & Crown Valley,"25473 Rancho Niguel Road, A Laguna Niguel CA",Laguna Niguel,-117.69,33.56
9631-97208,Golden Lantern & Marina Hills,"30211 Golden Lantern, Valencia Shopping Center Laguna Niguel CA",Laguna Niguel,-117.69,33.52
6427-37239,El Toro & Paseo de Valencia,"24100 El Toro Road, #100 Laguna Woods CA",Laguna Woods,-117.71,33.61
73659-95044,Albertsons-Lake Elsinore #6798,"30901 Riverside Dr, Lake Elsinore City Center Lake Elsinore CA",Lake Elsinore,-117.37,33.69
6675-70480,"Grape & Railroad Canyon Road, Lake","31800 Grape Street, #A Lake Elsinore CA",Lake Elsinore,-117.3,33.66
10809-102531,"Collier & Central, Lake Elsinore","18285 Collier Avenue, N Lake Elsinore CA",Lake Elsinore,-117.34,33.69
76693-98339,Target Lake Elsinore T-2195,18287 Collier Ave Lake Elsinore CA,Lake Elsinore,-117.34,33.69
74834-98876,Vons - Lake Elsinore #2373,31564 Grape St Lake Elsinore CA,Lake Elsinore,-117.29,33.66
28797-250719,Alton Pkwy & Rancho Pkwy South,20451 Alton Pkwy Lake Forest CA,Lake Forest,-117.68,33.68
10424-97308,Lake Forest & Dimension,20790 Lake Forest Drive Lake Forest CA,Lake Forest,-117.67,33.66
5600-1912,Bake & Trabuco,"24531-A Trabuco Road, Lake Forest Village Lake Forest CA",Lake Forest,-117.7,33.66
8710-94416,Muirlands & Ridge Route,"24301 Muirlands Blvd., #D Lake Forest CA",Lake Forest,-117.71,33.63
5236-431,El Toro & Trabuco,"22331-A El Toro Road, Foothill Plaza Lake Forest CA",Lake Forest,-117.68,33.64
6812-79895,Portola & Glenn Ranch Rd,"27412 Portola Parkway, G Lake Forest CA",Lake Forest,-117.65,33.67
26190-243834,Lake Forest & Rockfield,"23622 Rockfield, A Lake Forest CA",Lake Forest,-117.72,33.63
79638-114968,Von's - Lake Isabella #2413,5610 Lake Isabella Blvd Lake Isabella CA,Lake Isabella,-118.48,35.62
74952-102355,Safeway - Lakeport #983,1071 11th Street Lakeport CA,Lakeport,-122.93,39.05
15511-147997,Winter Gardens & Woodside,"9760 Winter Gardens, Lakewood Marketplace Lakeside CA",Lakeside,-116.93,32.86
6571-65302,"South & Woodruff, Lakewood",5538 Woodruff Ave. Lakewood CA,Lakewood,-118.12,33.86
5650-2075,Candlewood St. & Lakewood Blvd.,4833 Candlewood Street Lakewood CA,Lakewood,-118.14,33.85
9419-95886,"Del Amo & Woodruff, Lakewood","5906 Del Amo Blvd, A Lakewood CA",Lakewood,-118.12,33.85
74923-102348,Vons - Lakewood #1638,"4226 Woodruff Ave, Lakewood Center Mall Lakewood CA",Lakewood,-118.12,33.84
5702-6746,Lakewood Center Breve Floor 1,"208 LAKEWOOD CENTER MALL, K Lakewood CA",Lakewood,-118.14,33.85
74761-92740,Pavilions-Lakewood #2209,5500 Woodruff Ave Lakewood CA,Lakewood,-118.12,33.86
74623-93726,Vons-Lancaster #2029,"4033 W Ave L, Challenger Center Lancaster CA",Lancaster,-118.2,34.66
6984-85681,Challenger Way & East Ave K,"805 E. Avenue K, #101 Lancaster CA",Lancaster,-118.11,34.68
23285-226124,Valley Central & West Ave J,"44600 Valley Central Way, Albertson's Shopping Center Lancaster CA",Lancaster,-118.17,34.69
6982-88600,Ave K & 20th St. West,2062 West Avenue K Lancaster CA,Lancaster,-118.17,34.67
19566-174784,Avenue K & 10th Street West,"855 West Ave. K, Suite 105 Lancaster CA",Lancaster,-118.15,34.68
13220-107230,Avenue I & 20th St West,1845 W. Avenue I Lancaster CA,Lancaster,-118.17,34.7
10547-97408,Larkfield,"4745 Old Redwood Hwy, Larkspur Landing Larkfield CA",Larkfield,-122.75,38.5
9815-73224,Larkspur Landing - Center Court,1801 Larkspur Landing Circle Larkspur CA,Larkspur,-122.51,37.95
10220-99622,Lathrop & I-5 - Lathrop,15010 Harlan Road Lathrop CA,Lathrop,-121.29,37.82
76930-127284,Target Lathrop T-2347,16858 Golden Valley Pkwy Lathrop CA,Lathrop,-121.3,37.81
14154-113344,"Hawthorne Blvd & 149th St, Lawndale","14828 Hawthorne Blvd, Tejon Ranch Complex Lawndale CA",Lawndale,-118.35,33.9
6689-36179,"Laval & I-5 Fwy, Lebec",5844 Dennis McCarthy Drive Lebec CA,Lebec,-118.95,34.98
9791-248908,Massachusetts & Broadway,3520 Massachusetts Avenue Lemon Grove CA,Lemon Grove,-117.04,32.74
73526-53320,Albertsons-Lemon Grove #6707,"7090 Broadway, Cinnamon Square Lemon Grove CA",Lemon Grove,-117.05,32.74
10106-99404,"Lemoore & Cinnamon, Lemoore","855 N. Lemoore Avenue, Suite 70, Lincoln Hills Town Center Lemoore CA",Lemoore,-119.78,36.31
5954-38479,Lincoln Hills Town Center,"59 Lincoln BLVD, Lincoln Crossing Lincoln CA",Lincoln,-121.3,38.88
11096-101023,Lincoln Crossing - Lincoln,"129 Ferrari Ranch Road, 110 Lincoln CA",Lincoln,-121.3,38.87
76694-104496,Target Lincoln T-2214,950 Groveland Ln Lincoln CA,Lincoln,-121.3,38.87
74184-35463,Safeway-Lincoln #1761,"405 SR-65, Olivewood Plaza Lincoln CA",Lincoln,-121.29,38.88
9635-97707,"Hwy 65 & Hermosa, Lindsay",260 Highway 65 Lindsay CA,Lindsay,-119.1,36.2
6468-61500,Las Positas & Vasco,223 South Vasco Road Livermore CA,Livermore,-121.72,37.7
641-358,First Street & Las Positas,"4333 First Street, Vasco Plaza Shopping Center Livermore CA",Livermore,-121.74,37.7
6532-61700,Vasco & Scenic,1502 North Vasco Road Livermore CA,Livermore,-121.72,37.72
11329-100040,Isabel & Vineyard,"101 East Vineyard Avenue, 135 Livermore CA",Livermore,-121.8,37.65
17974-179804,SF Premier Outlet,2764 Paragon Outlets Drive Livermore CA,Livermore,-121.85,37.7
76210-93645,Target Livermore T-828,4300 Las Positas Rd Livermore CA,Livermore,-121.75,37.7
5311-730,First & P St.,1472 1st Street Livermore CA,Livermore,-121.78,37.68
5732-5386,N. Livermore & Portola,"2050 Portola Ave, Suite J Livermore CA",Livermore,-121.77,37.69
74288-118685,Safeway - Livermore #1257,"4495 1st St, Airway Plaza Livermore CA",Livermore,-121.74,37.7
8111-96100,Airway & Kitty Hawk,883 Airway Boulevard Livermore CA,Livermore,-121.82,37.7
79567-105475,Safeway - Livermore #910,1554 First St Livermore CA,Livermore,-121.78,37.68
8712-94224,Winton & Hwy 99 - Livingston,453 Joseph Gallo Ct Livingston CA,Livingston,-120.74,37.39
18831-160285,Hwy 99 & Harney,2620 Reynolds Ranch Pkwy Lodi CA,Lodi,-121.27,38.1
6489-63002,Kettleman & Lower Sacramento,"2431 W. Kettleman Ln, B-4 Lodi CA",Lodi,-121.31,38.12
11330-100944,Ham & Lockeford - Lodi,"224 N. Ham Lane, 101 Lodi CA",Lodi,-121.29,38.14
74963-102363,Safeway - Lodi #1648,2449 W. Kettleman Lodi CA,Lodi,-121.31,38.12
76345-95379,Target Lodi T-853,2375 W Kettleman Ln Lodi CA,Lodi,-121.3,38.12
9325-95933,Kettleman & Beckman - Lodi,1139 E. Kettleman Lane Lodi CA,Lodi,-121.26,38.12
22997-226184,Mountain View & Barton,25775 Barton Road Loma Linda CA,Loma Linda,-117.24,34.05
13221-106687,"California & Barton, Loma Linda","11245 California Street, #A Loma Linda CA",Loma Linda,-117.23,34.05
74738-98896,Vons-Lompoc #1738,"729 N H ST, Albertson's Center Lompoc CA",Lompoc,-120.46,34.65
6496-40762,"H & Central , Lompoc",1436 H Street Lompoc CA,Lompoc,-120.46,34.66
75948-104482,Renaissance Long Beach - Gift Shop,111 east ocean Boulevard Long Beach CA,Long Beach,-118.19,33.77
10138-99888,7th & Park,4740 E. 7th Street Long Beach CA,Long Beach,-118.14,33.78
74620-93749,Vons-Long Beach #3519,"4550 Atlantic Avenue, Wrigley Marketplace Long Beach CA",Long Beach,-118.18,33.84
5721-8305,Long Beach Blvd & Willow,"141 E Willow St, Suite U Long Beach CA",Long Beach,-118.19,33.81
5221-290,Pine & 3rd,242 Pine Avenue Long Beach CA,Long Beach,-118.19,33.77
21821-215006,Ralph's - Long Beach #178,6290 E Pacific Coast Hwy Long Beach CA,Long Beach,-118.11,33.76
5255-289,PCH & Marina Pacifica Mall,"6324 East Pacific Coast Hwy., Suite B Long Beach CA",Long Beach,-118.11,33.76
76983-136851,Target Long Beach NW T-2424,6750 Cherry Ave Long Beach CA,Long Beach,-118.17,33.88
75370-102971,CSU Long Beach - Dining Plaza,6049 East Seventh street Long Beach CA,Long Beach,-118.11,33.78
74605-79833,Pavilions-Long Beach #2203,5949 E Spring St Long Beach CA,Long Beach,-118.12,33.81
6865-84720,Stearns & Palo Verde,"2221 Palo Verde Ave, 1-A Long Beach CA",Long Beach,-118.11,33.8
27432-247557,The Pike Outlets,"11 The Paseo, 430 Long Beach CA",Long Beach,-118.19,33.77
12956-152240,Vons-Long Beach #2861,"600 E Broadway, Long Beach Towne Center Long Beach CA",Long Beach,-118.18,33.77
5578-1516,Carson & Long Beach Towne Center Dr,7565 Carson Blvd Long Beach CA,Long Beach,-118.09,33.83
29755-254260,Target Long Beach T-0195,2270 N Bellflower Blvd Long Beach CA,Long Beach,-118.13,33.8
29579-254224,Ocean & Alamitos,"707 E Ocean Blvd, # B Long Beach CA",Long Beach,-118.18,33.77
17553-164224,Bellflower & Stearns,5501 East Stearns Street Long Beach CA,Long Beach,-118.12,33.8
579-301,2nd & Covina,5251 E 2nd Street Long Beach CA,Long Beach,-118.13,33.76
79747-136393,Von's - Long Beach #2280,3900 E OCEAN AVENUE Long Beach CA,Long Beach,-118.15,33.76
5795-18980,4549 E. Pacific Coast Hwy,4549 E. Pacific Coast Hwy Long Beach CA,Long Beach,-118.14,33.79
19665-192265,Lakewood & Cover,"3821 Lakewood Blvd., 103 Long Beach CA",Long Beach,-118.14,33.83
75377-103561,CSU long beach/long beach Library,"6049 East Seventh Street, Bixby Knolls Long Beach CA",Long Beach,-118.11,33.78
5774-5505,Atlantic & San Antonio,"4406 Atlantic Avenue, A Long Beach CA",Long Beach,-118.18,33.84
9382-96453,Redondo & 7th,3390 E. 7th Street Long Beach CA,Long Beach,-118.15,33.78
23924-234244,Broadway & Magnolia,"421 West Broadway, 800 Long Beach CA",Long Beach,-118.2,33.77
29629-254259,Target Express - Long Beach T-3225,5760 East 7th Street Long Beach CA,Long Beach,-118.12,33.77
79666-114970,Von's - Long Beach #3076,"1820 Ximeno Ave, The Los Altos Marketplace Long Beach CA",Long Beach,-118.14,33.79
5808-16794,Bellflower & Spring,"2890 N Bellflower Blvd, #A-1, City Place Long Beach CA",Long Beach,-118.12,33.81
6655-69821,Long Beach & 5th,500 Long Beach Blvd. Long Beach CA,Long Beach,-118.19,33.77
22821-224705,Spring & Palo Verde,6560 East Spring Street Long Beach CA,Long Beach,-118.11,33.81
76769-107980,Target Long Beach/Sgnal Hill T-2319,950 E 33rd St Long Beach CA,Long Beach,-118.18,33.82
7928-95560,Horseshoe Bar & I-80,6099 Horseshoe Bar Road Loomis CA,Loomis,-121.19,38.82
10810-101571,Katella & Los Alamitos,3575 Katella Avenue Los Alamitos CA,Los Alamitos,-118.07,33.8
571-294,Downtown Los Altos,296 Main Street Los Altos CA,Los Altos,-122.12,37.38
20667-199784,Safeway - Los Altos #2814,160 First St Los Altos CA,Los Altos,-122.12,37.38
5280-847,Los Altos Rancho,654 Fremont Ave Los Altos CA,Los Altos,-122.1,37.36
22601-215486,Highland & Willoughby,"859 N. Highland Avenue, Westside Pavilion Los Angeles CA",Los Angeles,-118.34,34.09
28388-250253,Teavana - Westside Pavilion,"10800 West Pico Blvd., Spc. #139 Los Angeles CA",Los Angeles,-118.43,34.04
49341-237439,Ralph's - Los Angeles #185,5245 W Centinela Ave Los Angeles CA,Los Angeles,-118.37,33.98
5794-19180,Vermont & Prospect,1700 N. Vermont Avenue Los Angeles CA,Los Angeles,-118.29,34.1
5494-404,Broxton & Weyburn,10955 West Weyburn Los Angeles CA,Los Angeles,-118.45,34.06
26529-239124,Residence Inn @ LAX,5933 W. Century Blvd. Los Angeles CA,Los Angeles,-118.39,33.95
17989-179004,6th & Spring,603 S. Spring Street Los Angeles CA,Los Angeles,-118.25,34.05
5402-1195,Sunset & La Brea,7055 SUNSET BLVD Los Angeles CA,Los Angeles,-118.34,34.1
27526-235424,Loyola Marymount University - Libra,1 LMU Drive Los Angeles CA,Los Angeles,-118.42,33.97
5337-1197,Olympic & Sawtelle,11280 Olympic Blvd. Los Angeles CA,Los Angeles,-118.44,34.04
16279-169147,Target LA Beverly T-2775,8480 Beverly Blvd Los Angeles CA,Los Angeles,-118.38,34.08
5394-981,National & Barrington,11705 National Blvd. Los Angeles CA,Los Angeles,-118.44,34.02
16280-166728,Target LA Westwood T-2774,10861 Weyburn Ave Los Angeles CA,Los Angeles,-118.44,34.06
20540-196508,Ralph's - Los Angeles #198,9616 W. Pico Blvd Los Angeles CA,Los Angeles,-118.4,34.05
74543-52099,Vons-Los Angeles #2261,3461 W 3rd St Los Angeles CA,Los Angeles,-118.29,34.07
21687-212688,Ralphs - Los Angeles #283,5080 Rodeo Road Los Angeles CA,Los Angeles,-118.35,34.02
536-364,Westwood & Lindbrook,1161 Westwood Blvd. Los Angeles CA,Los Angeles,-118.44,34.06
13222-106449,Olympic & Figueroa (LA LIVE),"800 W. Olympic Blvd., 102, LAX International Airport Los Angeles CA",Los Angeles,-118.27,34.04
72328-5831,LAX Terminal- 3,201 World Way Los Angeles CA,Los Angeles,-118.41,33.95
8617-93468,"Colorado & Eagle Rock, Eagle Rock","2218 W. Colorado Blvd., Wilshire Union Center Los Angeles CA",Los Angeles,-118.22,34.14
6688-75720,Wilshire & Union,"1601 Wilshire Blvd, LAX International Airport Los Angeles CA",Los Angeles,-118.27,34.06
72305-4330,LAX - Terminal 2 Arrivals,"201 World Way, The Gas Company Tower Los Angeles CA",Los Angeles,-118.4,33.95
9234-9075,5th & Olive (The Gas Co),555 West 5th Street Los Angeles CA,Los Angeles,-118.25,34.05
28131-250071,4th and La Brea,359 South La Brea Los Angeles CA,Los Angeles,-118.34,34.07
13045-153025,Health Science Campus - USC,1969 Zonal Ave Los Angeles CA,Los Angeles,-118.21,34.06
25813-241711,Lincoln & 84th,8400 Lincoln Blvd. Los Angeles CA,Los Angeles,-118.42,33.96
15177-8708,Hollywood & Orange -Madame Tussauds,"6933 Hollywood Blvd., A Los Angeles CA",Los Angeles,-118.34,34.1
75244-90562,Cedars-Sinai Medical Center,8700 Beverly Blvd. Los Angeles CA,Los Angeles,-118.38,34.08
22415-184968,Ralphs Los Angeles #289,5601 Wilshire Blvd Los Angeles CA,Los Angeles,-118.35,34.06
24673-238029,LAX - Terminal 2 Departures,201 World Way Los Angeles CA,Los Angeles,-118.4,33.95
8779-94589,"Slauson & I-5, Commerce",7724 Telegraph Road Los Angeles CA,Los Angeles,-118.12,33.98
75810-94544,Sheraton Gateway Hotel,"6101 W Century Blvd, Placita Silver Ridge Los Angeles CA",Los Angeles,-118.39,33.95
5683-4410,Glendale & Fletcher,2560 Glendale Blvd. Los Angeles CA,Los Angeles,-118.26,34.1
9505-96843,"Crenshaw & Washington, Los Angeles","4177 W. Washington Blvd., Ernst & Young Plaza Los Angeles CA",Los Angeles,-118.33,34.04
6577-66220,Figueroa & 7th (FIGat7th),"735 S. Figueroa Street, #308 Los Angeles CA",Los Angeles,-118.26,34.05
22640-223084,Venice & Centinela,"12404 W. Venice Blvd., Suite A Los Angeles CA",Los Angeles,-118.43,34.0
507-450,Larchmont & Beverly,"206 North Larchmont, Beverly Center Los Angeles CA",Los Angeles,-118.32,34.07
28544-250017,Teavana - Beverly Center,"8500 Beverly Boulevard, #650 Los Angeles CA",Los Angeles,-118.38,34.08
15062-155325,Dwntn LA Union Station Main Concrse,"800 N. Alameda Street, S2 Los Angeles CA",Los Angeles,-118.24,34.06
16281-166729,Target LA Central T-2776,735 S Figueroa St Los Angeles CA,Los Angeles,-118.26,34.05
8819-94823,"Gage & Compton, Huntington Park",1437 E. Gage Avenue Los Angeles CA,Los Angeles,-118.25,33.98
26137-242689,LAX T6 Evenings and Reserve,201 World Way Los Angeles CA,Los Angeles,-118.4,33.94
5549-1822,N Beverly Glen & Beverly Glen Crcl,2952 Beverly Glen Circle Los Angeles CA,Los Angeles,-118.44,34.13
19448-193605,LAX - TBIT Evenings,"1 World Way, Chesterfield Square Los Angeles CA",Los Angeles,-118.4,33.95
5995-88000,Western & Slauson,1850 W. Slauson Avenue Los Angeles CA,Los Angeles,-118.31,33.99
22525-213345,Vermont & Wilshire,3150 Wilshire Blvd Los Angeles CA,Los Angeles,-118.29,34.06
26131-243427,LAX T6 Baggage Claim,201 World Way Los Angeles CA,Los Angeles,-118.4,33.94
75476-103411,Barnes And Noble @ Cal State Univ L,"5151 State University Drive, The Coliseum Center Los Angeles CA",Los Angeles,-118.17,34.07
6593-64760,"Crenshaw & Coliseum, Los Angeles",3722 Crenshaw Blvd. Los Angeles CA,Los Angeles,-118.33,34.02
9998-98124,Wilshire & Detroit,5353 Wilshire Blvd. Los Angeles CA,Los Angeles,-118.35,34.06
47015-254564,Cafe @ Colburn School Of Music,"200 S. GRAND AVE, Cheviot Hills Shopping Center LOS ANGELES CA",LOS ANGELES,-118.25,34.05
6451-54039,National & Castle Heights,9824 National Blvd Los Angeles CA,Los Angeles,-118.4,34.03
5284-718,6th & Flower-CityNatPlz lower level,"505 S. Flower Street, Suite #B-13 Los Angeles CA",Los Angeles,-118.26,34.05
24851-239027,Griffith Park & Hyperion,2720 Griffith Park Blvd. Los Angeles CA,Los Angeles,-118.27,34.11
29552-253805,Ralphs - Los Angeles #209,8825 Sepulveda Blvd Los Angeles CA,Los Angeles,-118.4,33.96
5577-1851,Fairfax & Olympic,6066 West Olympic Boulevard Los Angeles CA,Los Angeles,-118.36,34.06
5461-1452,Sunset & Gower,"6102 W. Sunset Blvd., Unit 6102, Franciscan Metro Center Los Angeles CA",Los Angeles,-118.32,34.1
5793-8030,Los Feliz & Seneca,"2919 Los Feliz Blvd., #6 Los Angeles CA",Los Angeles,-118.26,34.13
5373-931,Beverly & Detroit,7122 Beverly Boulevard Los Angeles CA,Los Angeles,-118.34,34.08
21866-169146,"Ralph's- Hollywood, CA #100",7257 W Sunset Blvd Los Angeles CA,Los Angeles,-118.35,34.1
21800-197225,Central & Slauson,5857 S. Central Ave. Los Angeles CA,Los Angeles,-118.26,33.99
13286-106226,"Eagle Rock & York, Eagle Rock",4430 York Blvd. Los Angeles CA,Los Angeles,-118.22,34.12
624-346,Melrose & Stanley,7624 Melrose Avenue Los Angeles CA,Los Angeles,-118.36,34.08
12900-154604,Wilshire & Curson,"5757 Wilshire Blvd, #106 Los Angeles CA",Los Angeles,-118.35,34.06
17848-181484,Wilshire & Normandie,3450 Wilshire Blvd. Los Angeles CA,Los Angeles,-118.3,34.06
3941-141830,Target Los Angeles Eagle T-1408,2626 Colorado Blvd Los Angeles CA,Los Angeles,-118.22,34.14
